,names,scores,logfoldchanges,pvals,Cohort,Drug,Target,Test,CellType,logPval_dir,Treatment
6,LSPC-Quiescent,-1.963961,-0.38565615,0.049534613435626706,NB-4,FB23-1,FTO,wilcox,LSPC-Quiescent,-3.005083592450989,FB23-1 [NB-4]
7,GMP-like,-1.963961,-0.40127072,0.049534613435626706,NB-4,FB23-1,FTO,wilcox,GMP-like,-3.005083592450989,FB23-1 [NB-4]
0,PC2,1.963961,,0.049534613435626706,NB-4,FB23-2,FTO,wilcox,PC2,3.005083592450989,FB23-2 [NB-4]
1,cDC-like,1.963961,0.61871964,0.049534613435626706,NB-4,FB23-2,FTO,wilcox,cDC-like,3.005083592450989,FB23-2 [NB-4]
2,Mono-like,1.963961,0.7759466,0.049534613435626706,NB-4,FB23-2,FTO,wilcox,Mono-like,3.005083592450989,FB23-2 [NB-4]
3,LSPC-Primed,1.963961,3.3208733,0.049534613435626706,NB-4,FB23-2,FTO,wilcox,LSPC-Primed,3.005083592450989,FB23-2 [NB-4]
4,ProMono-like,0.0,0.0,1.0,NB-4,FB23-2,FTO,wilcox,ProMono-like,-0.0,FB23-2 [NB-4]
5,LSPC-Cycle,-0.65465367,-0.049369052,0.5126907602619233,NB-4,FB23-2,FTO,wilcox,LSPC-Cycle,-0.6680824220792302,FB23-2 [NB-4]
6,LSPC-Quiescent,-1.963961,-27.622334,0.049534613435626706,NB-4,FB23-2,FTO,wilcox,LSPC-Quiescent,-3.005083592450989,FB23-2 [NB-4]
7,GMP-like,-1.963961,-3.4043765,0.049534613435626706,NB-4,FB23-2,FTO,wilcox,GMP-like,-3.005083592450989,FB23-2 [NB-4]
0,PC2,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,PC2,-0.0,CS1 [NOMO-1]
1,cDC-like,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,cDC-like,-0.0,CS1 [NOMO-1]
2,ProMono-like,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,ProMono-like,-0.0,CS1 [NOMO-1]
3,Mono-like,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,Mono-like,-0.0,CS1 [NOMO-1]
4,LSPC-Quiescent,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,LSPC-Quiescent,-0.0,CS1 [NOMO-1]
5,LSPC-Primed,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,LSPC-Primed,-0.0,CS1 [NOMO-1]
6,LSPC-Cycle,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,LSPC-Cycle,-0.0,CS1 [NOMO-1]
7,GMP-like,0.0,,1.0,NOMO-1,CS1,FTO,wilcox,GMP-like,-0.0,CS1 [NOMO-1]
0,PC2,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,PC2,-0.0,CS2 [NOMO-1]
1,cDC-like,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,cDC-like,-0.0,CS2 [NOMO-1]
2,ProMono-like,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,ProMono-like,-0.0,CS2 [NOMO-1]
3,Mono-like,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,Mono-like,-0.0,CS2 [NOMO-1]
4,LSPC-Quiescent,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,LSPC-Quiescent,-0.0,CS2 [NOMO-1]
5,LSPC-Primed,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,LSPC-Primed,-0.0,CS2 [NOMO-1]
6,LSPC-Cycle,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,LSPC-Cycle,-0.0,CS2 [NOMO-1]
7,GMP-like,0.0,,1.0,NOMO-1,CS2,FTO,wilcox,GMP-like,-0.0,CS2 [NOMO-1]
0,PC2,2.8823068,-1.2300138,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,PC2,5.534609012247559,OTX015 [IMS-M2]
1,cDC-like,2.8823068,0.26863465,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,cDC-like,5.534609012247559,OTX015 [IMS-M2]
2,LSPC-Primed,2.8823068,3.4375954,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,LSPC-Primed,5.534609012247559,OTX015 [IMS-M2]
3,LSPC-Cycle,2.8823068,0.7715589,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,LSPC-Cycle,5.534609012247559,OTX015 [IMS-M2]
4,ProMono-like,2.4019222,20.920176,0.016309171877754974,IMS-M2,OTX015,BET,wilcox,ProMono-like,4.11602763753433,OTX015 [IMS-M2]
5,Mono-like,-2.8823068,-2.9649405,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,Mono-like,-5.534609012247559,OTX015 [IMS-M2]
6,LSPC-Quiescent,-2.8823068,-1.21151,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,LSPC-Quiescent,-5.534609012247559,OTX015 [IMS-M2]
7,GMP-like,-2.8823068,-2.1768184,0.003947751856903457,IMS-M2,OTX015,BET,wilcox,GMP-like,-5.534609012247559,OTX015 [IMS-M2]
0,PC2,2.8823068,3.634871,0.003947751856903457,U-937,OTX015,BET,wilcox,PC2,5.534609012247559,OTX015 [U-937]
1,cDC-like,2.8823068,0.6207916,0.003947751856903457,U-937,OTX015,BET,wilcox,cDC-like,5.534609012247559,OTX015 [U-937]
2,LSPC-Cycle,2.8823068,2.2842262,0.003947751856903457,U-937,OTX015,BET,wilcox,LSPC-Cycle,5.534609012247559,OTX015 [U-937]
3,LSPC-Primed,1.9215379,22.684322,0.054663935891675154,U-937,OTX015,BET,wilcox,LSPC-Primed,2.9065510942748154,OTX015 [U-937]
4,Mono-like,1.6012815,0.1720629,0.10931457620866636,U-937,OTX015,BET,wilcox,Mono-like,2.213525533051119,OTX015 [U-937]
5,ProMono-like,-2.241794,-0.7897699,0.024974679293054237,U-937,OTX015,BET,wilcox,ProMono-like,-3.6898927956489174,OTX015 [U-937]
6,LSPC-Quiescent,-2.8823068,-26.304531,0.003947751856903457,U-937,OTX015,BET,wilcox,LSPC-Quiescent,-5.534609012247559,OTX015 [U-937]
7,GMP-like,-2.8823068,-1.0197915,0.003947751856903457,U-937,OTX015,BET,wilcox,GMP-like,-5.534609012247559,OTX015 [U-937]
0,cDC-like,1.963961,0.22976983,0.049534613435626706,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,cDC-like,3.005083592450989,MRT199665 [OCI-AML3]
1,Mono-like,1.0910895,1.2711108,0.27523352407483426,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,Mono-like,1.2901353632096608,MRT199665 [OCI-AML3]
2,LSPC-Quiescent,1.0910895,5.3521075,0.27523352407483426,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,LSPC-Quiescent,1.2901353632096608,MRT199665 [OCI-AML3]
3,PC2,0.2182179,-0.05241717,0.8272593465627113,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,PC2,0.1896370338910093,MRT199665 [OCI-AML3]
4,ProMono-like,-0.2182179,-0.16557969,0.8272593465627113,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,ProMono-like,-0.1896370338910093,MRT199665 [OCI-AML3]
5,LSPC-Primed,-0.2182179,-0.0093691,0.8272593465627113,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,LSPC-Primed,-0.1896370338910093,MRT199665 [OCI-AML3]
6,GMP-like,-0.2182179,0.05593887,0.8272593465627113,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,GMP-like,-0.1896370338910093,MRT199665 [OCI-AML3]
7,LSPC-Cycle,-1.5275252,-0.3848716,0.12663045794761718,OCI-AML3,MRT199665,Phospho MEF2C,wilcox,LSPC-Cycle,-2.0664822141033747,MRT199665 [OCI-AML3]
0,PC2,2.165251,-0.82936364,0.030368472234253974,K-562,I-BET152,BET,wilcox,PC2,3.4943503062851815,I-BET152 [K-562]
1,LSPC-Cycle,1.9373298,0.22749144,0.05270504179022665,K-562,I-BET152,BET,wilcox,LSPC-Cycle,2.9430441583670994,I-BET152 [K-562]
2,LSPC-Primed,1.4814875,0.26646423,0.13847671503211711,K-562,I-BET152,BET,wilcox,LSPC-Primed,1.9770530900007073,I-BET152 [K-562]
3,cDC-like,0.797724,0.10243738,0.4250306527849277,K-562,I-BET152,BET,wilcox,cDC-like,0.8555939884587154,I-BET152 [K-562]
4,ProMono-like,0.0,0.0,1.0,K-562,I-BET152,BET,wilcox,ProMono-like,-0.0,I-BET152 [K-562]
5,Mono-like,-0.11396058,0.08188465,0.9092690452142217,K-562,I-BET152,BET,wilcox,Mono-like,-0.0951142492643229,I-BET152 [K-562]
6,GMP-like,-1.0256451,-0.66964114,0.3050588592616783,K-562,I-BET152,BET,wilcox,GMP-like,-1.1872505398073687,I-BET152 [K-562]
7,LSPC-Quiescent,-2.393172,-2.6782248,0.016703403847161492,K-562,I-BET152,BET,wilcox,LSPC-Quiescent,-4.092142757145227,I-BET152 [K-562]
0,cDC-like,2.0,0.1390672,0.04550026389635839,MV4-11,I-BET152,BET,wilcox,cDC-like,3.090037153122087,I-BET152 [MV4-11]
1,PC2,1.3333334,-2.9356687,0.18242243945173575,MV4-11,I-BET152,BET,wilcox,PC2,1.701430185598698,I-BET152 [MV4-11]
2,LSPC-Primed,1.3333334,1.7855026,0.18242243945173575,MV4-11,I-BET152,BET,wilcox,LSPC-Primed,1.701430185598698,I-BET152 [MV4-11]
3,LSPC-Cycle,0.6666667,0.44971126,0.5049850750938458,MV4-11,I-BET152,BET,wilcox,LSPC-Cycle,0.6832264044131254,I-BET152 [MV4-11]
4,ProMono-like,0.0,0.0,1.0,MV4-11,I-BET152,BET,wilcox,ProMono-like,-0.0,I-BET152 [MV4-11]
5,Mono-like,-1.3333334,-0.24599798,0.18242243945173575,MV4-11,I-BET152,BET,wilcox,Mono-like,-1.701430185598698,I-BET152 [MV4-11]
6,LSPC-Quiescent,-1.3333334,-0.69692415,0.18242243945173575,MV4-11,I-BET152,BET,wilcox,LSPC-Quiescent,-1.701430185598698,I-BET152 [MV4-11]
7,GMP-like,-1.3333334,-0.4179087,0.18242243945173575,MV4-11,I-BET152,BET,wilcox,GMP-like,-1.701430185598698,I-BET152 [MV4-11]
0,cDC-like,1.0910895,0.024071574,0.27523352407483426,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,cDC-like,1.2901353632096608,Dexamathasone [MOLM-13]
1,GMP-like,1.0910895,0.06397083,0.27523352407483426,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,GMP-like,1.2901353632096608,Dexamathasone [MOLM-13]
2,LSPC-Quiescent,1.0910895,0.014911612,0.27523352407483426,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,LSPC-Quiescent,1.2901353632096608,Dexamathasone [MOLM-13]
3,LSPC-Primed,1.0910895,0.019094206,0.27523352407483426,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,LSPC-Primed,1.2901353632096608,Dexamathasone [MOLM-13]
4,Mono-like,0.0,0.0,1.0,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,Mono-like,-0.0,Dexamathasone [MOLM-13]
5,PC2,-0.2182179,0.023922002,0.8272593465627113,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,PC2,-0.1896370338910093,Dexamathasone [MOLM-13]
6,LSPC-Cycle,-0.65465367,-0.0065010265,0.5126907602619233,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,LSPC-Cycle,-0.6680824220792302,Dexamathasone [MOLM-13]
7,ProMono-like,-1.963961,-0.43258953,0.049534613435626706,MOLM-13,Dexamathasone,MDMX/MDM2,wilcox,ProMono-like,-3.005083592450989,Dexamathasone [MOLM-13]
0,GMP-like,1.963961,0.48158485,0.049534613435626706,MV4-11,Dexamathasone,FLT3,wilcox,GMP-like,3.005083592450989,Dexamathasone [MV4-11]
1,LSPC-Quiescent,0.0,0.0,1.0,MV4-11,Dexamathasone,FLT3,wilcox,LSPC-Quiescent,-0.0,Dexamathasone [MV4-11]
2,PC2,-0.2182179,0.0900599,0.8272593465627113,MV4-11,Dexamathasone,FLT3,wilcox,PC2,-0.1896370338910093,Dexamathasone [MV4-11]
3,Mono-like,-0.2182179,0.029551534,0.8272593465627113,MV4-11,Dexamathasone,FLT3,wilcox,Mono-like,-0.1896370338910093,Dexamathasone [MV4-11]
4,ProMono-like,-0.65465367,-19.938633,0.5126907602619233,MV4-11,Dexamathasone,FLT3,wilcox,ProMono-like,-0.6680824220792302,Dexamathasone [MV4-11]
5,cDC-like,-1.963961,-0.15045723,0.049534613435626706,MV4-11,Dexamathasone,FLT3,wilcox,cDC-like,-3.005083592450989,Dexamathasone [MV4-11]
6,LSPC-Primed,-1.963961,-0.18002503,0.049534613435626706,MV4-11,Dexamathasone,FLT3,wilcox,LSPC-Primed,-3.005083592450989,Dexamathasone [MV4-11]
7,LSPC-Cycle,-1.963961,-0.11858614,0.049534613435626706,MV4-11,Dexamathasone,FLT3,wilcox,LSPC-Cycle,-3.005083592450989,Dexamathasone [MV4-11]
0,PC2,1.963961,-2.8052375,0.049534613435626706,MV4-11,Quizartinib,FLT3,wilcox,PC2,3.005083592450989,Quizartinib [MV4-11]
1,cDC-like,1.963961,1.7471261,0.049534613435626706,MV4-11,Quizartinib,FLT3,wilcox,cDC-like,3.005083592450989,Quizartinib [MV4-11]
2,LSPC-Primed,1.0910895,0.31305835,0.27523352407483426,MV4-11,Quizartinib,FLT3,wilcox,LSPC-Primed,1.2901353632096608,Quizartinib [MV4-11]
3,ProMono-like,0.65465367,3.3982,0.5126907602619233,MV4-11,Quizartinib,FLT3,wilcox,ProMono-like,0.6680824220792302,Quizartinib [MV4-11]
4,LSPC-Quiescent,0.65465367,24.610662,0.5126907602619233,MV4-11,Quizartinib,FLT3,wilcox,LSPC-Quiescent,0.6680824220792302,Quizartinib [MV4-11]
5,GMP-like,0.65465367,0.08255218,0.5126907602619233,MV4-11,Quizartinib,FLT3,wilcox,GMP-like,0.6680824220792302,Quizartinib [MV4-11]
6,Mono-like,0.2182179,0.18948635,0.8272593465627113,MV4-11,Quizartinib,FLT3,wilcox,Mono-like,0.1896370338910093,Quizartinib [MV4-11]
7,LSPC-Cycle,-1.963961,-4.444141,0.049534613435626706,MV4-11,Quizartinib,FLT3,wilcox,LSPC-Cycle,-3.005083592450989,Quizartinib [MV4-11]
0,PC2,1.963961,-0.982977,0.049534613435626706,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,PC2,3.005083592450989,Quizartinib + Dexamathasone [MV4-11]
1,cDC-like,1.963961,1.3269392,0.049534613435626706,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,cDC-like,3.005083592450989,Quizartinib + Dexamathasone [MV4-11]
2,LSPC-Primed,1.963961,0.83398825,0.049534613435626706,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,LSPC-Primed,3.005083592450989,Quizartinib + Dexamathasone [MV4-11]
3,Mono-like,1.0910895,0.65631855,0.27523352407483426,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,Mono-like,1.2901353632096608,Quizartinib + Dexamathasone [MV4-11]
4,LSPC-Quiescent,0.0,0.0,1.0,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,LSPC-Quiescent,-0.0,Quizartinib + Dexamathasone [MV4-11]
5,ProMono-like,-0.65465367,-19.938633,0.5126907602619233,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,ProMono-like,-0.6680824220792302,Quizartinib + Dexamathasone [MV4-11]
6,LSPC-Cycle,-1.963961,-2.963668,0.049534613435626706,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,LSPC-Cycle,-3.005083592450989,Quizartinib + Dexamathasone [MV4-11]
7,GMP-like,-1.963961,-0.35057268,0.049534613435626706,MV4-11,Quizartinib + Dexamathasone,FLT3,wilcox,GMP-like,-3.005083592450989,Quizartinib + Dexamathasone [MV4-11]
0,LSPC-Cycle,1.5275252,0.5417414,0.12663045794761718,MV4-11,GSK126,EZH2,wilcox,LSPC-Cycle,2.0664822141033747,GSK126 [MV4-11]
1,GMP-like,0.2182179,-0.13406375,0.8272593465627113,MV4-11,GSK126,EZH2,wilcox,GMP-like,0.1896370338910093,GSK126 [MV4-11]
2,PC2,-0.2182179,0.09132252,0.8272593465627113,MV4-11,GSK126,EZH2,wilcox,PC2,-0.1896370338910093,GSK126 [MV4-11]
3,Mono-like,-0.65465367,-0.50600296,0.5126907602619233,MV4-11,GSK126,EZH2,wilcox,Mono-like,-0.6680824220792302,GSK126 [MV4-11]
4,LSPC-Primed,-0.65465367,1.1143606,0.5126907602619233,MV4-11,GSK126,EZH2,wilcox,LSPC-Primed,-0.6680824220792302,GSK126 [MV4-11]
5,cDC-like,-1.0910895,-0.10577054,0.27523352407483426,MV4-11,GSK126,EZH2,wilcox,cDC-like,-1.2901353632096608,GSK126 [MV4-11]
6,LSPC-Quiescent,-1.0910895,-1.025087,0.27523352407483426,MV4-11,GSK126,EZH2,wilcox,LSPC-Quiescent,-1.2901353632096608,GSK126 [MV4-11]
7,ProMono-like,-1.3093073,-24.213219,0.19043026382552397,MV4-11,GSK126,EZH2,wilcox,ProMono-like,-1.6584692205924063,GSK126 [MV4-11]
0,LSPC-Cycle,1.9379256,0.39528295,0.0526323025657406,MV4-11,EPZ5676,DOT1L,wilcox,LSPC-Cycle,2.9444252305118823,EPZ5676 [MV4-11]
1,LSPC-Primed,0.4472136,-0.03247381,0.6547208460185769,MV4-11,EPZ5676,DOT1L,wilcox,LSPC-Primed,0.4235463234759659,EPZ5676 [MV4-11]
2,cDC-like,-0.1490712,-0.045512784,0.8814974521910136,MV4-11,EPZ5676,DOT1L,wilcox,cDC-like,-0.12613316745920747,EPZ5676 [MV4-11]
3,GMP-like,-0.1490712,-0.057969242,0.8814974521910136,MV4-11,EPZ5676,DOT1L,wilcox,GMP-like,-0.12613316745920747,EPZ5676 [MV4-11]
4,LSPC-Quiescent,-0.1490712,-0.13676924,0.8814974521910136,MV4-11,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,-0.12613316745920747,EPZ5676 [MV4-11]
5,PC2,-0.74535596,0.24197018,0.456056540250256,MV4-11,EPZ5676,DOT1L,wilcox,PC2,-0.7851384853772188,EPZ5676 [MV4-11]
6,Mono-like,-0.74535596,-0.26866975,0.456056540250256,MV4-11,EPZ5676,DOT1L,wilcox,Mono-like,-0.7851384853772188,EPZ5676 [MV4-11]
7,ProMono-like,-1.3416408,-2.264173,0.17971249487899976,MV4-11,EPZ5676,DOT1L,wilcox,ProMono-like,-1.7163969557289416,EPZ5676 [MV4-11]
0,LSPC-Cycle,1.8073922,0.6179337,0.07070114486598297,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,LSPC-Cycle,2.6492935129153454,EPZ5676 + GSK126 [MV4-11]
1,LSPC-Primed,1.0327955,1.4688648,0.3016995824783478,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,LSPC-Primed,1.1983235167148383,EPZ5676 + GSK126 [MV4-11]
2,GMP-like,0.0,-0.25601637,1.0,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,GMP-like,-0.0,EPZ5676 + GSK126 [MV4-11]
3,ProMono-like,-1.161895,-2.0982313,0.2452781168067728,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,ProMono-like,-1.4053625416165283,EPZ5676 + GSK126 [MV4-11]
4,PC2,-1.5491934,0.7979001,0.12133525035848211,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,PC2,-2.1091979004805,EPZ5676 + GSK126 [MV4-11]
5,Mono-like,-1.8073922,-1.1156282,0.07070114486598297,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,Mono-like,-2.6492935129153454,EPZ5676 + GSK126 [MV4-11]
6,LSPC-Quiescent,-1.8073922,-1.0548711,0.07070114486598297,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,LSPC-Quiescent,-2.6492935129153454,EPZ5676 + GSK126 [MV4-11]
7,cDC-like,-2.32379,-0.2037326,0.02013675155034634,MV4-11,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,cDC-like,-3.905208698129587,EPZ5676 + GSK126 [MV4-11]
0,LSPC-Cycle,1.7320508,0.072615206,0.0832645166635504,MOLM-14,GSK126,EZH2,wilcox,LSPC-Cycle,2.48573279098608,GSK126 [MOLM-14]
1,ProMono-like,0.0,0.0,1.0,MOLM-14,GSK126,EZH2,wilcox,ProMono-like,-0.0,GSK126 [MOLM-14]
2,Mono-like,0.0,0.06023598,1.0,MOLM-14,GSK126,EZH2,wilcox,Mono-like,-0.0,GSK126 [MOLM-14]
3,LSPC-Quiescent,0.0,0.0,1.0,MOLM-14,GSK126,EZH2,wilcox,LSPC-Quiescent,-0.0,GSK126 [MOLM-14]
4,PC2,-0.57735026,0.031397987,0.5637028616507731,MOLM-14,GSK126,EZH2,wilcox,PC2,-0.5732280073583128,GSK126 [MOLM-14]
5,GMP-like,-0.57735026,-0.020781046,0.5637028616507731,MOLM-14,GSK126,EZH2,wilcox,GMP-like,-0.5732280073583128,GSK126 [MOLM-14]
6,LSPC-Primed,-1.1547005,-0.021447217,0.24821307898992362,MOLM-14,GSK126,EZH2,wilcox,LSPC-Primed,-1.3934677122336503,GSK126 [MOLM-14]
7,cDC-like,-1.4433757,-0.06433618,0.14891467317876572,MOLM-14,GSK126,EZH2,wilcox,cDC-like,-1.9043818003006527,GSK126 [MOLM-14]
0,Mono-like,2.309401,0.20959078,0.020921335337794014,MOLM-14,EPZ5676,DOT1L,wilcox,Mono-like,3.8669858111440156,EPZ5676 [MOLM-14]
1,PC2,1.7320508,-0.07417322,0.0832645166635504,MOLM-14,EPZ5676,DOT1L,wilcox,PC2,2.48573279098608,EPZ5676 [MOLM-14]
2,cDC-like,0.8660254,0.028735321,0.3864762307712327,MOLM-14,EPZ5676,DOT1L,wilcox,cDC-like,0.950684911497183,EPZ5676 [MOLM-14]
3,ProMono-like,0.0,0.0,1.0,MOLM-14,EPZ5676,DOT1L,wilcox,ProMono-like,-0.0,EPZ5676 [MOLM-14]
4,LSPC-Quiescent,0.0,0.0,1.0,MOLM-14,EPZ5676,DOT1L,wilcox,LSPC-Quiescent,-0.0,EPZ5676 [MOLM-14]
5,LSPC-Primed,0.0,-0.0019114972,1.0,MOLM-14,EPZ5676,DOT1L,wilcox,LSPC-Primed,-0.0,EPZ5676 [MOLM-14]
6,LSPC-Cycle,-0.28867513,-0.018039893,0.7728299926844475,MOLM-14,EPZ5676,DOT1L,wilcox,LSPC-Cycle,-0.2576961864274515,EPZ5676 [MOLM-14]
7,GMP-like,-1.7320508,-0.041090205,0.0832645166635504,MOLM-14,EPZ5676,DOT1L,wilcox,GMP-like,-2.48573279098608,EPZ5676 [MOLM-14]
0,Mono-like,2.309401,0.34706458,0.020921335337794014,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,Mono-like,3.8669858111440156,EPZ5676 + GSK126 [MOLM-14]
1,LSPC-Cycle,1.4433757,0.05286394,0.14891467317876572,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,LSPC-Cycle,1.9043818003006527,EPZ5676 + GSK126 [MOLM-14]
2,PC2,0.57735026,-0.023793623,0.5637028616507731,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,PC2,0.5732280073583128,EPZ5676 + GSK126 [MOLM-14]
3,ProMono-like,0.0,0.0,1.0,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,ProMono-like,-0.0,EPZ5676 + GSK126 [MOLM-14]
4,LSPC-Quiescent,0.0,0.0,1.0,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,LSPC-Quiescent,-0.0,EPZ5676 + GSK126 [MOLM-14]
5,LSPC-Primed,-0.57735026,-0.021657528,0.5637028616507731,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,LSPC-Primed,-0.5732280073583128,EPZ5676 + GSK126 [MOLM-14]
6,cDC-like,-0.8660254,-0.06375645,0.3864762307712327,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,cDC-like,-0.950684911497183,EPZ5676 + GSK126 [MOLM-14]
7,GMP-like,-1.4433757,-0.021403754,0.14891467317876572,MOLM-14,EPZ5676 + GSK126,DOT1L + EZH2,wilcox,GMP-like,-1.9043818003006527,EPZ5676 + GSK126 [MOLM-14]
0,PC2,1.963961,-0.34075758,0.049534613435626706,U-937,BRD0705,GSK3a,wilcox,PC2,3.005083592450989,BRD0705 [U-937]
1,cDC-like,1.963961,0.19425204,0.049534613435626706,U-937,BRD0705,GSK3a,wilcox,cDC-like,3.005083592450989,BRD0705 [U-937]
2,GMP-like,1.963961,0.15594596,0.049534613435626706,U-937,BRD0705,GSK3a,wilcox,GMP-like,3.005083592450989,BRD0705 [U-937]
3,ProMono-like,0.0,0.0,1.0,U-937,BRD0705,GSK3a,wilcox,ProMono-like,-0.0,BRD0705 [U-937]
4,Mono-like,0.0,0.0,1.0,U-937,BRD0705,GSK3a,wilcox,Mono-like,-0.0,BRD0705 [U-937]
5,LSPC-Quiescent,-0.65465367,-0.08838856,0.5126907602619233,U-937,BRD0705,GSK3a,wilcox,LSPC-Quiescent,-0.6680824220792302,BRD0705 [U-937]
6,LSPC-Primed,-1.963961,-4.4828076,0.049534613435626706,U-937,BRD0705,GSK3a,wilcox,LSPC-Primed,-3.005083592450989,BRD0705 [U-937]
7,LSPC-Cycle,-1.963961,-0.1423441,0.049534613435626706,U-937,BRD0705,GSK3a,wilcox,LSPC-Cycle,-3.005083592450989,BRD0705 [U-937]
0,PC2,1.963961,-1.1820152,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,PC2,3.005083592450989,BRD0320 [U-937]
1,cDC-like,1.963961,0.4370835,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,cDC-like,3.005083592450989,BRD0320 [U-937]
2,Mono-like,1.963961,25.1165,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,Mono-like,3.005083592450989,BRD0320 [U-937]
3,LSPC-Quiescent,1.963961,0.7045334,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,LSPC-Quiescent,3.005083592450989,BRD0320 [U-937]
4,ProMono-like,0.0,0.0,1.0,U-937,BRD0320,GSK3a/b,wilcox,ProMono-like,-0.0,BRD0320 [U-937]
5,LSPC-Primed,-1.963961,-3.4306538,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,LSPC-Primed,-3.005083592450989,BRD0320 [U-937]
6,LSPC-Cycle,-1.963961,-0.28143686,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,LSPC-Cycle,-3.005083592450989,BRD0320 [U-937]
7,GMP-like,-1.963961,-0.58622736,0.049534613435626706,U-937,BRD0320,GSK3a/b,wilcox,GMP-like,-3.005083592450989,BRD0320 [U-937]
0,PC2,1.0910895,-0.59342766,0.27523352407483426,MV4-11,CX-5461,POL I,wilcox,PC2,1.2901353632096608,CX-5461 [MV4-11]
1,Mono-like,1.0910895,0.102295354,0.27523352407483426,MV4-11,CX-5461,POL I,wilcox,Mono-like,1.2901353632096608,CX-5461 [MV4-11]
2,LSPC-Cycle,0.65465367,0.050333004,0.5126907602619233,MV4-11,CX-5461,POL I,wilcox,LSPC-Cycle,0.6680824220792302,CX-5461 [MV4-11]
3,LSPC-Primed,0.2182179,0.09595155,0.8272593465627113,MV4-11,CX-5461,POL I,wilcox,LSPC-Primed,0.1896370338910093,CX-5461 [MV4-11]
4,ProMono-like,0.0,0.0,1.0,MV4-11,CX-5461,POL I,wilcox,ProMono-like,-0.0,CX-5461 [MV4-11]
5,cDC-like,-0.2182179,0.018493826,0.8272593465627113,MV4-11,CX-5461,POL I,wilcox,cDC-like,-0.1896370338910093,CX-5461 [MV4-11]
